NOMBRE	Xmin	Xmax	Ymin	Ymax	Zmin	Zmax
C25-PLM-2-5-15	22030	24580	9500	11300	15200	16700
C25-PLM-2-5-13	19280	21830	9500	11300	15200	16700
C25-PLM-2-5-17	24780	27330	9500	11300	15200	16700
C25-PLM-2-5-11	13775	16325	9500	11300	15200	16700
C25-PLM-2-5-19	27530	30080	9500	11300	15200	16700
C25-PLM-2-4-05	17150	36750	14500	27500	10000	14900
C25-PLM-2-4-07	11175	13375	6000	10000	10000	14500
C25-PLM-2-4-17	24775	26980	6000	10000	10000	14500
C25-PLM-2-4-19	27380	29580	6000	10000	10000	14500
C25-PLM-2-4-15	22025	24275	6000	10000	10000	14500
C25-PLM-2-4-09	13775	16025	6000	10000	10000	14500
C25-PLM-2-4-11	16525	18775	6000	10000	10000	14500
C25-PLM-2-4-13	19275	21525	6000	10000	10000	14500
C25-PLM-X-4-salidatecho	-8350	8400	-31330.172	-27951	10000	14900
C25-PLM-1-1-27	4350	21150	25500	29750	-6900	-200
C25-PLM-2-1-06	-24803	-17300	7561	18259.633	-6700	-150
C25-PLM-2-1-49	25700	33700	25500	29750	-6900	-600
C25-PLM-2-1-41	-23089.5	-17300	-14200	-6285	-6700	-150
C25-PLM-2-1-EP18	20380	26070	-9000	-6000	-2600	-300
C25-PLM-2-1-EP14	15880	20180	-9000	-6000	-2600	-300
C25-PLM-4-2-14	-44250	-38635	8535	14200	0	5050
C25-PLM-2-1-EP12	11380	15680	-9000	-6000	-2520	-300
C25-PLM-1-3-25	-10900	-8700	15520	25200	5200	9700
C25-PLM-2-3-06	17150	36750	14500	27500	5200	9800
C25-PLM-2-4-01-N1	30280	34050	-6000	10700	10000	14900
C25-PLM-2-4-01-E1	10700	34050	-14200	-6000	10000	14900
C25-PLM-2-4-01-N2	34050	37795	-3475	3475	10000	15050
C25-PLM-2-3-22	-17000	-13002	-18515	-14500	5200	9700
C25-PLM-1-3-10	-17000	-13002	-25300	-18715	5200	9700
C25-PLM-1-3-36	-11102	-8600	-16273	-14500	5200	9700
C25-PLM-2-4-01-CO	-13560	10700	-14200	14200	10000	14900
C25-PLM-2-3-04-N2	34050	37795	-3475	3475	5200	9700
C25-PLM-2-3-04-O2	10876	34050	10700	14200	5200	9700
C25-PLM-2-4-01-O1	10700	34050	10700	14200	10000	14900
C25-PLM-4-3-03	-23942	-19931.5	-9150	-5675	5200	9850
C25-PLM-4-3-04	-23866.5	-19931.5	-14200	-9310	5200	9850
C25-PLM-4-3-07	-27925	-24077.5	-14200	-5675	5200	9850
C25-PLM-2-3-10	34350	37894.371	3775	6555	5200	9700
C25-PLM-2-3-12	34350	37894.039	-8670	-3775	5200	9700
C25-PLM-1-1-36	-19900	-17300	-27700	-17450	-6900	-200
C25-PLM-1-1-23	-40690	-36101	-23165	-17450	-6700	-300
C25-PLM-1-1-18	-12740	-8650	-25300	-20275	-6900	-300
C25-PLM-2-1-21	20380	26070	6000	10700	-5800	-500
C25-PLM-2-1-17	15880	20180	6000	10700	-5800	-500
C25-PLM-2-1-15	11080	15680	6000	10700	-5800	-500
C25-PLM-2-1-28	14150	16810	-4600	-400	-5800	-1000
C25-PLM-2-1-32	21470	24870	400	4600	-5800	-1000
C25-PLM-2-2-01	21885	24885	1400	4600	0	4000
C25-PLM-2-1-26	10700	13350	-4600	-400	-5800	-1000
C25-PLM-4-1-12	-35800	-17300	-17200	-14450	-6700	-500
C25-PLM-2-1-24	34350	37894.039	-8670	-3775	-5800	-300
C25-PLM-1-1-26	-50367.914	-46650	-9850	-7150	-5800	-350
C25-PLM-1-1-29	34300	44020	25500	27500	-5800	-200
C25-PLM-2-1-09	-8400	-100	14500	25250	-6900	-200
C25-PLM-2-1-47	21400	25200	25500	29750	-5800	-200
C25-PLM-2-1-07	-19899	-8700	14500	27500	-6900	-200
C25-PLM-2-1-01	-17100	-13860	-3475	3475	-5800	-150
C25-PLM-4-1-01	-36067	-28109.5	-14200	-10385	-6700	-150
C25-PLM-2-1-02	-17100	-13860	-8000	-3675	-5800	-150
C25-PLM-2-1-25	34350	37894.371	3775	6555	-5800	-200
C25-PLM-1-1-15	8700	16850	14500	25250	-5800	4900
C25-PLM-2-1-23	25750	33700	14600	25000	-5800	-600
C25-PLM-2-1-19	17150	25350	14500	25250	-6900	-200
C25-PLM-2-1-11	100	8400	14500	27500	-6900	-200
C25-PLM-1-1-06	-4125	-100	-18375	-14500	-5800	-200
C25-PLM-1-1-08	100	4125	-18375	-14500	-5800	-200
C25-PLM-1-1-04	-8400	-4325	-18375	-14500	-5800	-200
C25-PLM-2-3-04-CO	-13560	10700	-14200	14200	5200	9700
C25-PLM-2-1-03	-17100	-13860	3675	8000	-5800	-150
C25-PLM-2-1-37	-17100	-13860	10900	14300	-7100	-150
C25-PLM-2-1-45	-16950	-8650	25500	29750	-5800	-200
C25-PLM-4-1-14	-41652.5	-39652.5	1350	3352.5	-5800	-300
C25-PLM-1-1-05	-43845.5	-39637.5	3507.5	5030.5	-6700	-300
C25-PLM-4-1-07	-28068	-19938	-1247	2876	-5800	-150
C25-PLM-4-2-18	-46408.355	-39502.102	-4450	4450	0	9850
C25-PLM-4-2-10	-46401	-34401.203	-9075	9215	0	5050
C25-PLM-2-1-04-N	26270	34050	-14200	14200	-5720	-300
C25-PLM-1-2-05	-21619.611	-13860	-5522.5	10572	0	5050
C25-PLM-1-1-11_b	-46400	-43998	-4680	2557	-5800	-300
C25-PLM-2-2-10	17625	24885	-4600	4600	0	4000
C25-PLM-4-3-06	-34668.324	-21331.717	-5525	5525	5200	9850
C25-PLM-1-1-25_b	37249.922	44070	-12450	-150	-6900	-300
C25-PLM-1-1-20	-17000	-12940	-25300	-21040	-6900	-300
C25-PLM-1-1-30	-17000	-11305	-20840	-18575	-6900	-300
C25-PLM-1-1-03	-43851	-38640	4637.5	7540	-6700	-300
C25-PLM-1-1-09	-44600	-39652.5	-4480	3352.5	-6700	-300
C25-PLM-2-2-04-CO	-13560	10700	-14200	14200	80	4900
C25-PLM-2-2-04-N1	26285	34050	-6000	10700	80	4900
C25-PLM-2-2-04-E	10700	34050	-14200	-6000	80	4900
C25-PLM-2-2-04-N2	34050	37795	-3475	3475	80	4900
C25-PLM-2-2-04-O1	10700	34050	10700	14200	80	4900
C25-PLM-2-2-04-O2	10700	10880	6000	10700	80	4900
C25-PLM-1-1-25_c	38095	44095	-12450	-150	-300	5000
C25-PLM-2-0-13_b	26270	27270	3800	5800	-6100	-300
C25-PLM-1-2-01_a	-35000	-19900	14450	18364.898	0	3850
C25-PLM-2-3-16	20280	25270	-4600	4600	5400	15280
C25-PLM-2-3-07	13776	16326	6000	10400	5200	9300
C25-PLM-2-3-11	19276	21826	6000	10400	5200	9300
C25-PLM-2-3-05	11176	13576	6000	10400	5200	9300
C25-PLM-2-3-18	26270	28880	2000	4600	5400	15280
C25-PLM-2-3-15	24776	27176	6000	10400	5200	9300
C25-PLM-2-3-17	27376	29976	6000	10400	5200	9300
C25-PLM-2-3-14	10700	19280	-4600	4600	5400	15280
C25-PLM-2-3-13	22026	24576	6000	10400	5200	9300
C25-PLM-2-3-09	16526	19076	6000	10400	5200	9300
C25-PLM-2-3-20	26270	28880	-4600	1200	5400	15280
C25-PLM-1-2-41_b	31810	33925	27750	28775	-300	5200
C25-PLM-1-2-43_b	34075	36750	27750	28775	-300	5200
C25-PLM-1-2-41_c	31810	33925	27800	28800	5200	10900
C25-PLM-1-2-43_c	34075	36751	27800	28800	5200	10900
C25-PLM-4-2-04_b	-23922.5	-22960	-9370	-5525	0	5050
C25-PLM-1-2-41_d	31810	33926	27800	28799.447	10900	13850
C25-PLM-1-2-43_d	34076	36751	27800	28799.447	10900	13850
C25-PLM-2-0-11_a	26275	28825	-9000	-3050	-10100	-6200
C25-PLM-1-2-02	-8400	-4325	-18375	-14500	0	4550
C25-PLM-1-2-04	-4125	-100	-18375	-14500	0	4550
C25-PLM-2-0-13_c	26285	27283	3135	4735	-300	4000
C25-PLM-2-0-01	5450	16810	6000	10400	-12100	-6100
C25-PLM-1-2-08	4325	8375	-18375	-14500	0	4550
C25-PLM-1-2-06	100	4125	-18375	-14500	0	4550
C25-PLM-2-2-15_c	-17295.006	-13860	10900	14300	9700	14900
C25-PLM-2-2-15_d	-17294.045	-13860	10900	14300	14900	20850
C25-PLM-1-2-41_a	31810	33925	27800	29750	-5800	-300
C25-PLM-2-2-15_b	-17100	-13860	10900	14300	5050	9700
C25-PLM-1-2-43_a	34075	36750	27800	29750	-5800	-300
C25-PLM-1-3-18	8600	11110	-19830	-16473	5200	9800
C25-PLM-1-3-15	-8500	-4450	14500	17100	5200	9700
C25-PLM-1-3-09	-8500	-4450	17250	25200	5200	9700
C25-PLM-1-3-07_a	-17200	10749	25500	27500	5200	9700
C25-PLM-1-3-03	-16900	-11100	14500	25200	5200	9700
C25-PLM-1-3-14	-8400	8400	-27750	-14500	4700	10000
C25-PLM-1-3-06	8600	11110	-23327	-20030	5200	9800
C25-PLM-1-3-24	11310	16850	-18540	-14500	5200	9800
C25-PLM-1-3-26	12958	16850	-27700	-22557.5	5200	9800
C25-PLM-1-3-32	8600	11110	-25300	-23527	5200	9800
C25-PLM-1-3-22	12958	16850	-22402.5	-20905	5200	9800
C25-PLM-1-3-20	12958	16850	-20745	-18700	5200	9800
C25-PLM-4-1-04	-45265.117	-38765	-17200	-14450	-5800	14550
C25-PLM-2-3-08	17150	36750	-25200	-14500	5200	9700
C25-PLM-4-3-21	-36065	-33677	5675	7675	5200	9850
C25-PLM-4-3-05	-36065	-24075	5675	14200	5200	9850
C25-PLM-4-3-01	-23925	-19911.5	9280	14200	5200	9850
